datetime,ISIN,opening_price_eur,closing_price_eur,minimum_price_eur,maximum_price_eur,daily_traded_volume,StartPrice_eur,EndPrice_eur,desviacion_estandar,EndPrice_mxn
2022-12-31 08:02:00,DE000A3CRRN9,20.5,19.15,18.75,20.5,18275,18.9,18.75,0.10606601717798111,360.0
2022-12-31 08:02:00,DE000A3CSAE2,9.85,10.0,9.805,10.2,22949,9.85,9.805,0.03181980515339459,188.256
2022-12-31 08:04:00,DE000A3E5A59,20.8,19.0,19.0,20.8,5738,19.0,19.0,0.0,364.8
2022-12-31 09:21:00,DE000A3E5C08,1.53,1.496,1.496,1.53,704,1.496,1.496,0.0,28.7232
2022-12-31 09:45:00,DE000A3E5C24,1.6,1.53,1.46,1.6,5750,1.46,1.46,0.0,28.032
2022-12-31 08:02:00,DE000A3E5C40,2.02,2.085,2.02,2.085,2700,2.02,2.02,0.0,38.784
2022-12-31 08:02:00,DE000A3E5D56,27.98,28.08,27.7,28.28,21067,27.7,27.7,0.0,531.8399999999999
2022-12-31 08:02:00,DE000A3E5D64,35.46,35.5,35.12,35.88,207163,35.12,35.16,0.028284271247461298,675.0719999999999
2022-12-31 08:02:00,DE000A3E5E55,4.32,4.26,4.14,4.32,17459,4.14,4.14,0.0,79.48799999999999
2022-12-31 08:41:00,DE000A3E5ED2,60.49,60.0,60.0,60.5,706,60.0,60.0,0.0,1152.0
2022-12-31 08:12:00,DE000A3E5ES0,40.6,41.6,40.6,41.6,48,40.6,40.6,0.0,779.52
2022-12-31 08:04:00,DE000A3GK2N1,3.4148,3.6264,3.3882,3.6264,67059,3.3882,3.3882,0.0,65.05344
2022-12-31 08:04:00,DE000A3GMKD7,26.036,24.706,23.0,27.746,88708,23.004,23.0,0.002828427124747135,441.59999999999997
2022-12-31 08:04:00,DE000A3GN5J9,9.2105,10.733,9.046,10.733,2202,9.046,9.046,0.0,173.68319999999997
2022-12-31 08:04:00,DE000A3GNQ18,169.3,168.97,168.97,170.58,1440,168.97,168.97,0.0,3244.2239999999997
2022-12-31 08:04:00,DE000A3GPSP7,14.349,15.217,14.132,15.269,286988,14.133,14.132,0.0007071067811861557,271.33439999999996
2022-12-31 08:09:00,DE000A3GSUC5,4.9974,5.172,4.899,5.2205,2116,4.899,4.899,0.0,94.0608
2022-12-31 08:04:00,DE000A3GSUD3,4.4346,4.7536,4.4346,4.8234,7175,4.4346,4.4346,0.0,85.14432
2022-12-31 08:04:00,DE000A3GSUE1,5.8045,5.9575,5.8045,5.9575,123,5.8045,5.8045,0.0,111.4464
2022-12-31 08:04:00,DE000A3GTBU5,3.0768,3.2436,2.7472,3.2436,20,2.7472,2.7472,0.0,52.74623999999999
2022-12-31 08:04:00,DE000A3GTML1,2.359,2.5062,2.3448,2.5062,0,2.3448,2.3448,0.0,45.020160000000004
2022-12-31 08:04:00,DE000A3GVJ41,34.198,36.418,34.01,36.418,208,34.01,34.01,0.0,652.992
2022-12-31 08:04:00,DE000A3GVK06,4.5496,4.7432,4.0328,4.7432,3,4.0328,4.0328,0.0,77.42976
2022-12-31 08:04:00,DE000A3GVK14,3.1264,3.3396,2.7838,3.3396,36,2.7838,2.7838,0.0,53.44895999999999
2022-12-31 08:04:00,DE000A3GVKX6,4.268,4.4468,3.7622,4.4468,18,3.7622,3.7622,0.0,72.23424
2022-12-31 08:04:00,DE000A3GVKY4,4.4264,4.6688,3.8888,4.6688,2672,3.8888,3.8888,0.0,74.66496
2022-12-31 08:04:00,DE000A3GVKZ1,8.8145,9.5205,7.902,9.5205,6,7.902,7.902,0.0,151.7184
2022-12-31 08:04:00,DE000A3GWEU3,6.7945,7.2055,6.7175,7.2055,1642,6.7175,6.7175,0.0,128.976
2022-12-31 10:41:00,DE000A3H2101,2.96,2.82,2.82,2.96,1501,2.82,2.82,0.0,54.144
2022-12-31 08:03:00,DE000A3H2135,2.4,2.44,2.4,2.44,370,2.4,2.4,0.0,46.08
2022-12-31 08:02:00,DE000A3H2184,0.5,0.485,0.485,0.501,5644,0.485,0.485,0.0,9.312
2022-12-31 08:02:00,DE000A3H2200,126.0,127.5,125.0,130.0,57694,125.0,125.0,0.0,2400.0
2022-12-31 08:18:00,DE000A3H2226,1.43,1.6,1.43,2.04,11142,1.43,1.43,0.0,27.456
2022-12-31 08:02:00,DE000A3H2333,9.71,9.675,9.585,9.858,104221,9.6,9.585,0.010606601717797358,184.032
2022-12-31 09:21:00,DE000A3H3L44,12.3,12.2,12.2,12.4,3370,12.2,12.2,0.0,234.23999999999998
2022-12-31 08:02:00,DE000A3H3LL2,28.64,29.17,28.64,29.45,100332,28.64,28.76,0.0848528137423864,552.192
2022-12-31 08:26:00,DE000A3MQBT1,14.3,15.1,14.3,15.1,123214,14.3,14.3,0.0,274.56
2022-12-31 08:03:00,DE000BASF111,58.43,59.25,56.68,59.65,10430080,56.79,56.68,0.07778174593051983,1088.2559999999999
2022-12-31 08:03:00,DE000BAY0017,51.3,51.51,50.77,51.82,4900004,50.77,50.78,0.0070710678118640685,974.976
2022-12-31 08:03:00,DE000BFB0019,8.54,8.36,8.174,8.744,1069732,8.18,8.178,0.0014142135623723114,157.01760000000002
2022-12-31 08:27:00,DE000BFB0027,9.4,9.2,9.0,9.4,4130,9.0,9.0,0.0,172.79999999999998
2022-12-31 08:04:00,DE000CBK1001,7.71,7.534,7.35,7.718,15406111,7.355,7.355,0.0,141.216
2022-12-31 08:00:00,DE000DTR0CK8,27.735,27.18,26.515,28.25,3853026,26.53,26.515,0.010606601717798614,509.08799999999997
2022-12-31 08:02:00,DE000DWS1007,32.5,32.7,32.2,32.9,183103,32.22,32.24,0.014142135623733162,619.008
2022-12-31 08:02:00,DE000ENAG999,11.65,12.118,11.546,12.132,11938283,11.65,11.686,0.02545584412271542,224.3712
2022-12-31 08:00:00,DE000ENER6Y0,19.21,21.43,19.065,21.49,11364407,19.145,19.135,0.0070710678118640685,367.392
2022-12-31 08:04:00,DE000ETF7011,148.56,148.6,147.54,148.88,4769,147.54,147.54,0.0,2832.7679999999996
2022-12-31 08:09:00,DE000ETF7029,117.46,117.28,116.82,117.46,97,116.82,116.82,0.0,2242.944
2022-12-31 08:09:00,DE000ETF9033,180.72,182.88,179.78,182.94,765,179.78,179.78,0.0,3451.776
2022-12-31 08:09:00,DE000ETF9058,64.58,66.01,64.58,66.01,555,64.58,64.58,0.0,1239.936
2022-12-31 08:04:00,DE000ETF9074,165.78,167.7,165.78,167.8,1066,165.78,165.78,0.0,3182.976
2022-12-31 08:04:00,DE000ETF9082,24.33,24.92,24.295,24.985,10600,24.295,24.295,0.0,466.464
2022-12-31 08:09:00,DE000ETF9090,35.34,35.76,34.905,35.76,14948,34.905,34.905,0.0,670.176
2022-12-31 08:04:00,DE000ETF9504,39.51,39.925,39.23,39.925,338,39.23,39.23,0.0,753.2159999999999
2022-12-31 08:04:00,DE000ETF9603,45.465,46.01,45.415,46.065,176,45.415,45.415,0.0,871.968
2022-12-31 08:09:00,DE000ETFL011,128.02,129.82,126.84,130.18,25558,126.84,126.84,0.0,2435.328
2022-12-31 08:09:00,DE000ETFL029,39.06,39.495,38.64,39.495,87758,38.64,38.645,0.003535533905934546,741.984
2022-12-31 08:04:00,DE000ETFL037,51.9,54.36,51.9,54.46,28996,51.9,51.9,0.0,996.4799999999999
2022-12-31 08:09:00,DE000ETFL045,23.28,23.965,23.28,23.965,31721,23.28,23.28,0.0,446.976
2022-12-31 08:09:00,DE000ETFL052,37.055,38.455,37.055,38.455,5130,37.055,37.055,0.0,711.456
2022-12-31 08:09:00,DE000ETFL060,60.3,61.15,59.68,61.18,61375,59.68,59.68,0.0,1145.856
2022-12-31 08:04:00,DE000ETFL078,18.256,18.3,17.988,18.336,16319,18.0,17.988,0.008485281374238892,345.3696
2022-12-31 08:04:00,DE000ETFL086,105.62,107.0,105.62,107.0,1226,105.62,105.62,0.0,2027.904
2022-12-31 08:04:00,DE000ETFL094,256.55,259.3,255.85,259.3,773,255.85,255.85,0.0,4912.32
2022-12-31 08:04:00,DE000ETFL102,80.55,81.21,80.34,81.21,0,80.34,80.34,0.0,1542.528
2022-12-31 08:04:00,DE000ETFL110,113.8,114.11,113.69,114.11,1,113.69,113.69,0.0,2182.848
2022-12-31 08:04:00,DE000ETFL128,94.494,94.624,94.48,94.624,0,94.48,94.48,0.0,1814.016
2022-12-31 08:04:00,DE000ETFL136,101.905,102.155,101.865,102.155,0,101.865,101.865,0.0,1955.8079999999998
2022-12-31 08:04:00,DE000ETFL144,113.02,113.275,112.93,113.275,4299,112.93,112.93,0.0,2168.256
2022-12-31 08:04:00,DE000ETFL151,126.63,127.185,126.485,127.185,23,126.485,126.485,0.0,2428.5119999999997
2022-12-31 08:04:00,DE000ETFL169,143.33,143.66,142.21,143.66,408,142.21,142.21,0.0,2730.4320000000002
2022-12-31 08:04:00,DE000ETFL177,97.9,98.156,97.804,98.156,70,97.804,97.804,0.0,1877.8368
2022-12-31 08:04:00,DE000ETFL185,77.152,77.222,77.116,77.228,5255,77.116,77.116,0.0,1480.6272
2022-12-31 08:04:00,DE000ETFL193,94.694,94.94,94.652,94.94,0,94.652,94.652,0.0,1817.3183999999999
2022-12-31 08:04:00,DE000ETFL201,121.84,122.16,121.645,122.16,51,121.645,121.645,0.0,2335.584
2022-12-31 08:04:00,DE000ETFL219,157.905,158.27,156.84,158.27,56,156.84,156.84,0.0,3011.328
2022-12-31 08:04:00,DE000ETFL227,69.2175,69.215,69.214,69.2175,45733,69.214,69.214,0.0,1328.9088
2022-12-31 08:09:00,DE000ETFL235,60.81,61.37,60.18,61.37,2831,60.18,60.18,0.0,1155.456
2022-12-31 08:04:00,DE000ETFL250,36.375,36.725,36.235,36.725,789,36.235,36.235,0.0,695.712
2022-12-31 08:04:00,DE000ETFL268,36.973,37.364,36.807,37.364,8106,36.809,36.807,0.0014142135623697993,706.6944
2022-12-31 08:04:00,DE000ETFL276,25.115,25.545,25.115,25.545,1055,25.115,25.115,0.0,482.20799999999997
2022-12-31 08:09:00,DE000ETFL284,15.058,15.258,15.0,15.258,28121,15.0,15.0,0.0,288.0
2022-12-31 08:37:00,DE000ETFL292,12.396,12.544,12.396,12.544,658,12.396,12.396,0.0,238.0032
2022-12-31 08:04:00,DE000ETFL300,9.0994,9.1274,9.0622,9.1274,568,9.0622,9.0622,0.0,173.99424000000002
2022-12-31 08:04:00,DE000ETFL318,8.534,8.609,8.518,8.609,1777,8.518,8.518,0.0,163.5456
2022-12-31 08:04:00,DE000ETFL326,8.4,8.522,8.371,8.522,4545,8.371,8.371,0.0,160.7232
2022-12-31 08:09:00,DE000ETFL342,44.624,45.738,44.624,45.738,3373,44.624,44.624,0.0,856.7808
2022-12-31 08:04:00,DE000ETFL359,109.315,109.47,109.09,109.59,791,109.09,109.09,0.0,2094.528
2022-12-31 08:04:00,DE000ETFL375,108.5,108.63,108.27,108.695,612,108.27,108.27,0.0,2078.7839999999997
2022-12-31 08:04:00,DE000ETFL383,106.735,107.485,106.37,107.485,901,106.37,106.37,0.0,2042.304
2022-12-31 08:04:00,DE000ETFL425,91.602,91.82,91.538,91.82,0,91.538,91.538,0.0,1757.5295999999998
2022-12-31 08:09:00,DE000ETFL433,26.12,26.63,26.12,26.63,1656,26.12,26.12,0.0,501.504
2022-12-31 08:04:00,DE000ETFL441,301.8,303.0,298.8,303.15,32970,298.85,298.85,0.0,5737.92
2022-12-31 08:04:00,DE000ETFL458,159.56,161.78,159.56,161.78,18,159.56,159.56,0.0,3063.552
2022-12-31 08:04:00,DE000ETFL466,85.7,86.64,85.02,86.64,4391,85.02,85.02,0.0,1632.3839999999998
2022-12-31 08:14:00,DE000ETFL474,16.28,16.508,16.162,16.508,73358,16.162,16.162,0.0,310.31039999999996
2022-12-31 08:04:00,DE000ETFL482,22.0,22.185,21.865,22.2,27364,21.865,21.865,0.0,419.80799999999994
2022-12-31 08:04:00,DE000ETFL490,91.758,92.184,91.654,92.184,148,91.654,91.654,0.0,1759.7567999999999
2022-12-31 08:04:00,DE000ETFL508,26.88,27.161,26.756,27.161,171773,26.757,26.756,0.0007071067811874117,513.7152
2022-12-31 08:04:00,DE000ETFL516,1500.6,1520.2,1492.0,1520.2,17,1492.0,1492.0,0.0,28646.399999999998
2022-12-31 08:04:00,DE000ETFL532,954.4,954.44,954.4,954.44,0,954.4,954.4,0.0,18324.48
2022-12-31 08:09:00,DE000ETFL540,12.114,12.3,12.1,12.3,15684,12.1,12.1,0.0,232.32
2022-12-31 08:09:00,DE000ETFL557,14.466,14.632,14.404,14.632,5899,14.404,14.404,0.0,276.5568
2022-12-31 08:09:00,DE000ETFL565,13.966,14.194,13.948,14.194,10917,13.948,13.948,0.0,267.8016
2022-12-31 08:04:00,DE000ETFL573,34.4,34.945,34.33,34.945,2632,34.33,34.33,0.0,659.136
2022-12-31 08:04:00,DE000ETFL581,24.665,25.17,24.665,25.17,46865,24.665,24.665,0.0,473.568
2022-12-31 08:04:00,DE000ETFL599,95.47,95.892,95.162,95.892,53,95.162,95.162,0.0,1827.1104
2022-12-31 08:02:00,DE000EVNK013,26.85,26.89,26.7,27.11,1256499,26.7,26.7,0.0,512.64
2022-12-31 08:26:00,DE000FPH9000,2.76,2.78,2.76,2.78,1523,2.76,2.76,0.0,52.992
2022-12-31 08:02:00,DE000FTG1111,17.23,18.58,17.22,18.67,647263,17.23,17.45,0.15556349186103965,335.03999999999996
2022-12-31 08:06:00,DE000HAG0005,27.95,21.1,19.9,28.0,2355556,20.0,20.0,0.0,384.0
2022-12-31 08:02:00,DE000HLAG475,267.4,269.2,258.8,279.4,53918,259.2,258.8,0.28284271247460296,4968.96
2022-12-31 08:00:00,DE000JST4000,41.7,41.6,40.0,41.8,49157,40.05,40.0,0.03535533905932537,768.0
2022-12-31 08:04:00,DE000KBX1006,78.36,79.0,78.24,80.24,321014,78.28,78.3,0.014142135623728137,1503.36
2022-12-31 08:02:00,DE000KC01000,11.13,12.21,11.13,12.36,1056387,11.13,11.27,0.09899494936611579,216.384
2022-12-31 08:02:00,DE000KGX8881,72.78,72.16,70.5,73.8,286220,70.54,70.5,0.028284271247466325,1353.6
2022-12-31 08:00:00,DE000KSAG888,21.54,22.94,21.4,23.06,2737431,21.52,21.43,0.06363961030678918,411.45599999999996
2022-12-31 08:04:00,DE000LEG1110,113.4,115.3,113.05,115.7,206589,113.4,113.85,0.3181980515339384,2185.9199999999996
2022-12-31 08:02:00,DE000LS1LUS9,19.9,20.5,19.8,20.5,22335,19.8,19.8,0.0,380.16
2022-12-31 08:05:00,DE000NWRK013,156.4,161.8,156.4,165.0,2899,156.4,156.4,0.0,3002.88
2022-12-31 08:02:00,DE000PAH0038,89.0,90.88,85.76,90.96,1592255,85.8,85.82,0.014142135623728137,1647.744
2022-12-31 08:05:00,DE000PAT1AG3,16.88,17.42,16.88,17.48,73104,16.88,16.98,0.07071067811865576,326.016
2022-12-31 08:04:00,DE000PB6ALU1,27.862,27.094,27.094,27.862,0,27.094,27.094,0.0,520.2048
2022-12-31 08:04:00,DE000PB6BEN9,27.304,26.992,26.992,27.386,0,26.992,26.992,0.0,518.2464
2022-12-31 08:04:00,DE000PB6D1Z6,64.54,64.02,64.02,64.765,0,64.02,64.02,0.0,1229.184
2022-12-31 08:14:00,DE000PB6GAS5,15.67,14.841,14.841,15.67,5924,14.841,14.841,0.0,284.94719999999995
2022-12-31 08:04:00,DE000PB6R101,163.53,161.37,161.37,163.87,90,161.37,161.37,0.0,3098.304
2022-12-31 08:04:00,DE000PB6R1B1,90.155,89.065,89.065,90.875,179,89.065,89.065,0.0,1710.048
2022-12-31 08:04:00,DE000PB6R1D7,56.13,55.505,55.505,56.21,0,55.505,55.505,0.0,1065.696
2022-12-31 08:04:00,DE000PB6R1G0,26.318,25.262,25.262,26.318,255,25.262,25.262,0.0,485.0304
2022-12-31 08:14:00,DE000PB6R1H8,70.995,70.62,70.62,71.52,100,70.62,70.62,0.0,1355.904
2022-12-31 08:04:00,DE000PB6R1W7,70.13,69.225,69.225,70.27,0,69.225,69.225,0.0,1329.12
2022-12-31 08:04:00,DE000PB7Z1N5,35.37,35.196,35.196,35.37,0,35.196,35.196,0.0,675.7632
2022-12-31 08:04:00,DE000PB8C0P8,88.22,87.485,87.485,88.22,1454,87.485,87.485,0.0,1679.712
2022-12-31 08:04:00,DE000PB8LED5,20.818,20.856,20.818,20.944,0,20.818,20.818,0.0,399.7056
2022-12-31 08:04:00,DE000PB8N1C1,213.0,210.38,210.38,214.68,209,210.38,210.38,0.0,4039.296
2022-12-31 08:04:00,DE000PB8PAL7,209.36,209.98,209.36,210.28,23,209.36,209.36,0.0,4019.712
2022-12-31 08:04:00,DE000PB8R1A1,21.176,20.534,20.534,21.176,0,20.534,20.534,0.0,394.2528
2022-12-31 08:04:00,DE000PB8R1C7,119.13,118.09,118.09,119.13,0,118.09,118.09,0.0,2267.328
2022-12-31 08:09:00,DE000PB8R1E3,68.625,66.995,66.995,68.625,528,66.995,66.995,0.0,1286.304
2022-12-31 08:04:00,DE000PB8R1L8,51.76,51.85,51.76,52.075,0,51.76,51.76,0.0,993.7919999999999
2022-12-31 08:04:00,DE000PB8R1M6,65.84,64.96,64.96,65.84,0,64.96,64.96,0.0,1247.2319999999997
2022-12-31 08:04:00,DE000PB8R1N4,126.12,124.55,124.55,126.35,0,124.55,124.55,0.0,2391.3599999999997
2022-12-31 08:04:00,DE000PB8R1T1,132.75,132.91,132.75,132.94,0,132.75,132.75,0.0,2548.7999999999997
2022-12-31 08:04:00,DE000PB8R1Z8,38.788,38.594,38.594,39.26,100,38.594,38.594,0.0,741.0048
2022-12-31 08:04:00,DE000PB8T1N2,494.7,495.28,494.7,495.4,0,494.7,494.7,0.0,9498.24
2022-12-31 08:04:00,DE000PR0R1M0,68.05,67.41,67.41,68.05,0,67.41,67.41,0.0,1294.272
2022-12-31 08:04:00,DE000PR5R0U0,184.1,182.58,182.58,184.71,0,182.58,182.58,0.0,3505.536
2022-12-31 08:04:00,DE000PR5RAU2,23.826,23.222,23.222,23.826,0,23.222,23.222,0.0,445.86240000000004
2022-12-31 08:04:00,DE000PR5RBU0,101.47,100.74,100.74,101.71,0,100.74,100.74,0.0,1934.2079999999999
2022-12-31 08:04:00,DE000PR5RCU8,133.97,133.52,133.52,134.0,0,133.52,133.52,0.0,2563.5840000000003
2022-12-31 08:04:00,DE000PR5RDU6,63.19,62.795,62.795,63.355,0,62.795,62.795,0.0,1205.664
2022-12-31 08:04:00,DE000PR5REU4,76.58,75.655,75.655,76.69,0,75.655,75.655,0.0,1452.576
2022-12-31 08:04:00,DE000PR5RGU9,29.628,28.582,28.582,29.864,40,28.582,28.582,0.0,548.7744
2022-12-31 08:04:00,DE000PR5RHU7,80.35,79.895,79.895,80.625,0,79.895,79.895,0.0,1533.984
2022-12-31 08:04:00,DE000PR5RLU9,58.24,58.635,58.24,58.66,0,58.24,58.24,0.0,1118.208
2022-12-31 08:04:00,DE000PR5RMU7,73.965,73.36,73.36,73.965,0,73.36,73.36,0.0,1408.512
2022-12-31 08:04:00,DE000PR5RNU5,141.91,140.85,140.85,142.34,0,140.85,140.85,0.0,2704.3199999999997
2022-12-31 08:04:00,DE000PR5RTU2,149.37,150.29,149.37,150.29,0,149.37,149.37,0.0,2867.904
2022-12-31 08:04:00,DE000PR5RUM7,76.49,76.155,76.155,76.515,0,76.155,76.155,0.0,1462.176
2022-12-31 08:04:00,DE000PR5RWU6,78.955,78.325,78.325,79.17,0,78.325,78.325,0.0,1503.84
2022-12-31 08:04:00,DE000PR5RZU9,43.634,43.644,43.604,43.644,0,43.604,43.604,0.0,837.1967999999999
2022-12-31 08:19:00,DE000PS701L2,79.695,78.925,78.92,80.58,5724,78.92,78.92,0.0,1515.264
2022-12-31 08:04:00,DE000PS7G0L8,161.23,161.61,161.23,162.03,23,161.23,161.23,0.0,3095.6159999999995
2022-12-31 08:04:00,DE000PS7WT17,31.796,31.534,31.534,32.06,2273,31.534,31.534,0.0,605.4527999999999
2022-12-31 08:04:00,DE000PSM7770,12.135,12.265,11.955,12.27,1458486,11.955,11.97,0.010606601717798614,229.824
2022-12-31 08:04:00,DE000PZ9RE14,123.76,122.69,122.69,124.15,0,122.69,122.69,0.0,2355.6479999999997
2022-12-31 08:04:00,DE000PZ9REA8,16.01,15.595,15.595,16.01,0,15.595,15.595,0.0,299.424
2022-12-31 08:04:00,DE000PZ9REB6,69.35,68.83,68.83,69.65,582,68.83,68.83,0.0,1321.5359999999998
2022-12-31 08:04:00,DE000PZ9REC4,90.88,90.56,90.56,90.89,0,90.56,90.56,0.0,1738.752
2022-12-31 08:04:00,DE000PZ9RED2,42.586,42.326,42.326,42.706,0,42.326,42.326,0.0,812.6591999999999
2022-12-31 08:04:00,DE000PZ9REE0,52.725,52.055,52.055,52.8,0,52.055,52.055,0.0,999.4559999999999
2022-12-31 08:04:00,DE000PZ9REG5,19.245,18.59,18.59,19.245,0,18.59,18.59,0.0,356.928
2022-12-31 08:04:00,DE000PZ9REH3,54.79,54.455,54.455,54.96,0,54.455,54.455,0.0,1045.5359999999998
2022-12-31 08:04:00,DE000PZ9REL5,39.196,39.466,39.196,39.486,0,39.196,39.196,0.0,752.5631999999999
2022-12-31 08:04:00,DE000PZ9REM3,50.4,49.976,49.976,50.4,0,49.976,49.976,0.0,959.5391999999999
2022-12-31 08:04:00,DE000PZ9REN1,96.68,95.93,95.93,96.96,0,95.93,95.93,0.0,1841.856
2022-12-31 08:04:00,DE000PZ9RET8,100.18,100.8,100.18,100.8,0,100.18,100.18,0.0,1923.4560000000001
2022-12-31 08:04:00,DE000PZ9REW2,53.85,53.4,53.4,53.975,0,53.4,53.4,0.0,1025.28
2022-12-31 08:04:00,DE000PZ9REZ5,29.12,29.12,29.1,29.12,0,29.1,29.1,0.0,558.72
2022-12-31 08:04:00,DE000PZ9RME3,52.04,51.81,51.81,52.06,0,51.81,51.81,0.0,994.752
2022-12-31 08:05:00,DE000SAFH001,10.41,10.65,10.05,10.69,148594,10.05,10.05,0.0,192.96
2022-12-31 08:00:00,DE000SHA0159,5.92,6.01,5.725,6.025,1681829,5.725,5.725,0.0,109.91999999999999
2022-12-31 08:00:00,DE000SHL1006,54.78,57.48,54.62,57.66,1247532,54.78,55.06,0.1979898987322341,1057.152
2022-12-31 08:07:00,DE000STRA555,110.4,115.0,109.4,115.0,20749,109.4,109.4,0.0,2100.48
2022-12-31 08:00:00,DE000SYM9999,104.6,106.5,103.7,108.55,877241,103.75,103.7,0.03535533905932537,1991.04
2022-12-31 08:04:00,DE000TLX1005,39.38,39.16,38.56,39.56,129978,38.56,38.56,0.0,740.352
2022-12-31 08:04:00,DE000TRAT0N7,18.35,18.35,17.77,18.46,194078,17.81,17.77,0.028284271247461298,341.18399999999997
2022-12-31 08:02:00,DE000TUAG000,2.874,2.87,2.817,2.916,13952169,2.82,2.821,0.0007071067811867837,54.1632
2022-12-31 08:05:00,DE000UNSE018,29.28,28.5,27.55,29.35,1119568,27.55,27.61,0.042426406871191945,530.112
2022-12-31 08:00:00,DE000VTSC017,40.0,37.75,37.65,40.05,150825,37.7,37.65,0.035355339059330394,722.88
2022-12-31 08:05:00,DE000WACK012,21.08,21.22,20.54,21.28,61901,20.6,20.58,0.014142135623733162,395.13599999999997
2022-12-31 08:02:00,DE000WAF3001,99.2,101.55,98.4,101.9,72008,99.2,99.28,0.056568542494922595,1906.176
2022-12-31 08:02:00,DE000WCH8881,127.5,138.75,125.0,139.6,261152,126.2,125.0,0.848528137423859,2400.0
2022-12-31 08:02:00,DE000WNDL201,0.52,0.436,0.436,0.52,11487,0.436,0.436,0.0,8.3712
2022-12-31 08:02:00,DE000ZAL1111,54.22,59.58,54.18,59.76,1686441,54.22,54.6,0.2687005768508899,1048.32
2022-12-31 08:00:00,DE000ZEAL241,36.05,37.4,35.8,37.4,6252,35.8,36.05,0.1767766952966369,692.16
2022-12-31 08:31:00,DK0010244425,2718.0,2690.0,2690.0,2718.0,7,2690.0,2690.0,0.0,51648.0
2022-12-31 08:04:00,DK0010244508,2819.0,2864.0,2792.0,2864.0,5,2792.0,2792.0,0.0,53606.4
2022-12-31 10:31:00,DK0015998017,22.57,22.59,22.57,22.6,13,22.57,22.57,0.0,433.344
2022-12-31 08:04:00,DK0060079531,158.3,158.3,158.3,158.3,150,158.3,158.3,0.0,3039.36
2022-12-31 08:04:00,DK0060094928,103.9,114.5,103.9,119.7,4567,103.9,103.9,0.0,1994.88
2022-12-31 11:07:00,DK0060252690,90.58,90.58,90.58,90.58,150,90.58,90.58,0.0,1739.136
2022-12-31 08:04:00,DK0060448595,127.9,133.8,127.9,138.0,154,127.9,127.9,0.0,2455.68
2022-12-31 08:06:00,DK0060534915,89.21,91.82,89.21,92.0,17851,89.21,89.52,0.21920310216783134,1718.7839999999999
2022-12-31 08:06:00,DK0061539921,25.93,28.96,25.8,29.44,250794,25.88,25.87,0.0070710678118640685,496.704
2022-12-31 08:23:00,ES0109067019,58.98,59.18,58.98,59.18,25,58.98,58.98,0.0,1132.416
2022-12-31 08:06:00,ES0113211835,5.287,5.25,5.194,5.304,19368,5.195,5.194,0.0007071067811867838,99.7248
2022-12-31 08:06:00,ES0113900J37,2.992,2.9605,2.926,2.9945,379526,2.926,2.926,0.0,56.1792
2022-12-31 08:07:00,ES0130670112,19.43,19.425,19.425,19.43,150,19.425,19.425,0.0,372.96
2022-12-31 08:04:00,ES0143416115,18.455,20.65,18.45,20.9,63590,18.455,18.45,0.0035355339059320342,354.23999999999995
2022-12-31 08:04:00,ES0144580Y14,9.92,10.09,9.92,10.235,40402,9.92,9.92,0.0,190.464
2022-12-31 08:04:00,ES0173516115,11.5,11.612,11.364,11.72,111620,11.364,11.364,0.0,218.18880000000001
2022-12-31 08:04:00,ES0177542018,1.764,1.7915,1.756,1.8005,147956,1.756,1.756,0.0,33.715199999999996
2022-12-31 08:04:00,ES0178430E18,4.2,4.263,4.1825,4.287,120923,4.1825,4.1825,0.0,80.304
2022-12-31 08:04:00,FI0009000681,4.736,4.82,4.686,4.857,318978,4.686,4.686,0.0,89.9712
2022-12-31 08:04:00,FI0009005987,31.28,31.25,31.25,31.28,421,31.25,31.25,0.0,600.0
2022-12-31 08:11:00,FI0009007132,18.06,18.605,18.0,18.935,4865,18.0,18.0,0.0,345.59999999999997
2022-12-31 08:06:00,FI0009013296,35.0,35.32,33.98,35.52,528,33.98,33.98,0.0,652.4159999999999
2022-12-31 08:04:00,FI0009013403,50.68,52.3,50.2,52.3,280,50.68,50.2,0.3394112549695406,963.84
2022-12-31 08:04:00,FI4000106299,4.01,4.055,3.9,4.055,6098,3.9,3.9,0.0,74.88
2022-12-31 08:06:00,FI4000297767,9.836,9.861,9.782,9.861,2870,9.782,9.782,0.0,187.8144
2022-12-31 08:04:00,FR0000031122,3.864,3.951,3.852,3.952,2500,3.852,3.852,0.0,73.9584
2022-12-31 08:18:00,FR0000045072,11.518,11.466,11.324,11.518,8574,11.324,11.324,0.0,217.42079999999999
2022-12-31 08:04:00,FR0000051732,30.56,31.39,30.56,31.46,548,30.56,30.56,0.0,586.752
2022-12-31 09:47:00,FR0000051807,329.8,329.8,329.8,329.8,10,329.8,329.8,0.0,6332.16
2022-12-31 08:04:00,FR0000052292,1216.0,1244.0,1200.5,1244.0,107,1200.5,1200.5,0.0,23049.6
2022-12-31 08:04:00,FR0000054470,46.56,46.56,46.56,46.56,32,46.56,46.56,0.0,893.952
2022-12-31 08:04:00,FR0000073272,114.04,114.64,111.38,114.64,1042,111.38,111.38,0.0,2138.4959999999996
2022-12-31 08:04:00,FR0000120073,146.7,150.0,144.62,150.0,1265,144.62,144.62,0.0,2776.704
