datetime,ISIN,opening_price_eur,closing_price_eur,minimum_price_eur,maximum_price_eur,daily_traded_volume,StartPrice_eur,EndPrice_eur,desviacion_estandar,EndPrice_mxn
2022-12-31 08:04:00,IE00BFWFPX50,25.845,26.19,25.745,26.19,47634,25.745,25.745,0.0,494.304
2022-12-31 08:37:00,IE00BFWFPY67,27.755,27.27,27.27,27.755,251,27.27,27.27,0.0,523.584
2022-12-31 08:04:00,IE00BFWXDW46,31.595,32.05,31.595,32.05,0,31.595,31.595,0.0,606.6239999999999
2022-12-31 10:56:00,IE00BFWXDX52,23.621,23.621,23.621,23.621,240,23.621,23.621,0.0,453.5232
2022-12-31 08:04:00,IE00BFWXDY69,25.114,25.093,25.093,25.114,746,25.093,25.093,0.0,481.7856
2022-12-31 08:04:00,IE00BFXR5Q31,14.784,14.944,14.784,14.944,120,14.784,14.784,0.0,283.8528
2022-12-31 08:04:00,IE00BFXR5S54,13.662,13.81,13.662,13.816,135,13.662,13.662,0.0,262.3104
2022-12-31 08:04:00,IE00BFXR5T61,11.0,11.032,10.97,11.032,0,10.97,10.97,0.0,210.624
2022-12-31 08:04:00,IE00BFXR5V83,13.438,13.644,13.438,13.644,0,13.438,13.438,0.0,258.0096
2022-12-31 08:04:00,IE00BFXR5W90,11.234,11.312,11.214,11.312,2331,11.214,11.214,0.0,215.3088
2022-12-31 08:04:00,IE00BFXR6159,11.466,11.376,11.376,11.506,2633,11.376,11.376,0.0,218.4192
2022-12-31 08:04:00,IE00BFXYHY63,4.6636,4.6531,4.6524,4.6636,5004,4.6524,4.6524,0.0,89.32608
2022-12-31 08:04:00,IE00BFY0GT14,26.6,26.777,26.404,26.786,74832,26.404,26.404,0.0,506.9568
2022-12-31 08:04:00,IE00BFYN8Y92,9.111,9.234,9.0,9.234,28181,9.0,9.0,0.0,172.79999999999998
2022-12-31 08:04:00,IE00BFZPF439,19.495,19.4555,19.2365,19.495,37,19.2365,19.2365,0.0,369.3408
2022-12-31 08:04:00,IE00BFZXGZ54,210.9,213.85,210.2,213.85,454,210.2,210.2,0.0,4035.8399999999997
2022-12-31 08:04:00,IE00BG04M077,92.176,93.528,91.564,93.528,10519,91.564,91.564,0.0,1758.0287999999998
2022-12-31 08:04:00,IE00BG0J4841,7.055,7.189,7.028,7.19,212598,7.028,7.028,0.0,134.93759999999997
2022-12-31 08:04:00,IE00BG0J4C88,6.306,6.41,6.28,6.417,485363,6.284,6.28,0.0028284271247458787,120.576
2022-12-31 08:04:00,IE00BG0J8L59,100.675,101.11,100.675,101.11,107,100.675,100.675,0.0,1932.9599999999998
2022-12-31 08:04:00,IE00BG0NY640,49.365,50.17,49.17,50.17,1676,49.17,49.17,0.0,944.064
2022-12-31 08:04:00,IE00BG0SKF03,38.89,38.925,38.47,39.3,85981,38.47,38.47,0.0,738.6239999999999
2022-12-31 08:04:00,IE00BG11HV38,6.473,6.517,6.43,6.517,18092,6.43,6.43,0.0,123.45599999999999
2022-12-31 08:04:00,IE00BG143G97,25.5,25.725,25.275,25.725,16598,25.275,25.275,0.0,485.28
2022-12-31 08:04:00,IE00BG36TC12,18.42,18.5,18.316,18.5,5117,18.316,18.316,0.0,351.6672
2022-12-31 08:04:00,IE00BG370F43,44.765,45.235,44.64,45.235,4581,44.64,44.64,0.0,857.088
2022-12-31 08:04:00,IE00BG47KB92,24.1,24.157,24.056,24.157,1290,24.056,24.056,0.0,461.8752
2022-12-31 08:04:00,IE00BG47KH54,24.87,24.822,24.735,24.87,13606,24.739,24.735,0.002828427124747135,474.912
2022-12-31 08:04:00,IE00BG5J1M21,8.075,8.239,7.995,8.24,1208,7.995,7.995,0.0,153.504
2022-12-31 08:04:00,IE00BG5QQ390,5.0528,5.046,5.0432,5.0658,24468,5.0432,5.045,0.0012727922061359595,96.86399999999999
2022-12-31 08:04:00,IE00BG88WG77,13.426,13.424,13.408,13.504,2964,13.424,13.408,0.01131370849898477,257.43359999999996
2022-12-31 08:04:00,IE00BG8BCY43,93.382,92.972,92.972,93.4,2762,92.972,92.972,0.0,1785.0623999999998
2022-12-31 08:04:00,IE00BGBN6P67,86.28,88.94,85.01,88.94,12443,85.01,85.01,0.0,1632.192
2022-12-31 08:04:00,IE00BGDPWV87,4.7115,4.736,4.695,4.736,76547,4.695,4.695,0.0,90.144
2022-12-31 08:04:00,IE00BGDPWW94,6.714,6.825,6.714,6.825,44188,6.714,6.714,0.0,128.9088
2022-12-31 08:04:00,IE00BGDQ0L74,5.574,5.657,5.574,5.668,2473,5.574,5.574,0.0,107.0208
2022-12-31 08:04:00,IE00BGDQ0T50,5.299,5.342,5.284,5.36,47012,5.284,5.284,0.0,101.4528
2022-12-31 08:04:00,IE00BGDQ0V72,5.44,5.464,5.41,5.466,4620,5.41,5.41,0.0,103.872
2022-12-31 08:04:00,IE00BGHQ0G80,29.18,29.45,29.03,29.47,126012,29.03,29.03,0.0,557.376
2022-12-31 08:04:00,IE00BGJWWT11,38.545,38.656,38.529,38.656,0,38.529,38.529,0.0,739.7568
2022-12-31 08:04:00,IE00BGJWWV33,38.932,39.001,38.902,39.001,1166,38.902,38.902,0.0,746.9184
2022-12-31 08:04:00,IE00BGJWWW40,37.654,37.772,37.628,37.772,0,37.628,37.628,0.0,722.4576
2022-12-31 08:04:00,IE00BGJWWX56,37.828,37.902,37.754,37.902,0,37.754,37.754,0.0,724.8767999999999
2022-12-31 08:04:00,IE00BGJWWY63,39.262,39.3,39.26,39.3,1518,39.26,39.26,0.0,753.7919999999999
2022-12-31 08:04:00,IE00BGJWX091,62.542,63.382,62.39,63.382,2509,62.39,62.392,0.0014142135623748235,1197.9264
2022-12-31 08:04:00,IE00BGL86Z12,6.606,6.653,6.53,6.653,187103,6.538,6.53,0.005656854249492385,125.376
2022-12-31 08:04:00,IE00BGPP6473,4.9094,4.918,4.906,4.9226,161190,4.906,4.906,0.0,94.19519999999999
2022-12-31 08:04:00,IE00BGPP6697,5.071,5.089,5.0654,5.092,318067,5.0654,5.0654,0.0,97.25568
2022-12-31 08:04:00,IE00BGQYRQ28,37.575,37.38,37.38,37.59,252,37.38,37.38,0.0,717.696
2022-12-31 08:04:00,IE00BGQYRR35,60.63,62.05,60.48,62.05,4535,60.48,60.48,0.0,1161.216
2022-12-31 08:04:00,IE00BGQYRS42,61.21,62.02,60.94,62.02,7809,60.94,60.94,0.0,1170.048
2022-12-31 08:04:00,IE00BGR7L912,4.484,4.4638,4.4638,4.484,235738,4.4638,4.4638,0.0,85.70496
2022-12-31 08:04:00,IE00BGV5VM45,62.23,63.14,62.16,63.14,615,62.16,62.16,0.0,1193.472
2022-12-31 08:04:00,IE00BGV5VN51,77.08,78.44,76.95,78.5,16268,76.95,76.95,0.0,1477.44
2022-12-31 08:04:00,IE00BGV5VR99,62.92,63.88,62.83,63.88,14929,62.83,62.83,0.0,1206.336
2022-12-31 08:04:00,IE00BGYWFK87,50.792,50.934,50.742,50.934,207,50.742,50.742,0.0,974.2463999999999
2022-12-31 08:04:00,IE00BGYWFL94,56.88,57.21,56.67,57.21,12149,56.67,56.67,0.0,1088.064
2022-12-31 08:04:00,IE00BGYWT403,50.892,51.086,50.744,51.086,1708,50.746,50.744,0.0014142135623748235,974.2847999999999
2022-12-31 08:04:00,IE00BH04GL39,25.944,25.998,25.856,25.998,21731,25.856,25.856,0.0,496.4352
2022-12-31 08:04:00,IE00BH05CB83,87.728,87.372,87.372,87.958,2197,87.372,87.372,0.0,1677.5424
2022-12-31 08:04:00,IE00BH361H73,42.03,42.06,41.845,42.145,7566,41.845,41.845,0.0,803.424
2022-12-31 08:04:00,IE00BH3XCL94,0.0096,0.0116,0.0096,0.012,849775,0.0096,0.0096,0.0,0.18431999999999998
2022-12-31 08:04:00,IE00BH3YZ803,51.83,52.68,51.75,52.68,171,51.75,51.75,0.0,993.5999999999999
2022-12-31 08:04:00,IE00BH4G7D40,4.8393,4.8563,4.8015,4.8563,21070,4.8015,4.8015,0.0,92.1888
2022-12-31 08:04:00,IE00BH4GPZ28,25.6,25.865,25.535,25.865,10189,25.535,25.535,0.0,490.272
2022-12-31 08:04:00,IE00BH4GR342,18.818,18.998,18.818,18.998,2646,18.818,18.818,0.0,361.3056
2022-12-31 08:04:00,IE00BHBFDF83,18.44,18.468,18.402,18.468,0,18.402,18.402,0.0,353.3184
2022-12-31 08:04:00,IE00BHJYDV33,52.89,53.63,52.89,53.63,2365,52.89,52.89,0.0,1015.4879999999999
2022-12-31 08:04:00,IE00BHNGHX58,244.5,245.6,244.5,245.6,164,244.5,244.5,0.0,4694.4
2022-12-31 08:04:00,IE00BHXMHK04,26.0,26.26,25.915,26.26,15946,25.915,25.915,0.0,497.568
2022-12-31 08:04:00,IE00BHXMHL11,26.965,27.23,26.94,27.23,6885,26.94,26.94,0.0,517.248
2022-12-31 08:04:00,IE00BHXMHQ65,25.245,25.61,25.225,25.61,3283,25.225,25.225,0.0,484.32
2022-12-31 08:04:00,IE00BHZKHS06,4.4075,4.4295,4.344,4.45,86933,4.344,4.344,0.0,83.40480000000001
2022-12-31 08:04:00,IE00BHZPHZ28,5.962,6.03,5.946,6.03,1859,5.946,5.946,0.0,114.16319999999999
2022-12-31 08:09:00,IE00BHZPJ015,6.067,6.125,6.0,6.125,104473,6.0,6.0,0.0,115.19999999999999
2022-12-31 08:04:00,IE00BHZPJ239,5.34,5.356,5.296,5.363,63412,5.296,5.296,0.0,101.6832
2022-12-31 08:04:00,IE00BHZPJ346,5.303,5.323,5.292,5.323,0,5.292,5.292,0.0,101.6064
2022-12-31 08:04:00,IE00BHZPJ452,5.508,5.517,5.455,5.517,30268,5.455,5.455,0.0,104.736
2022-12-31 08:04:00,IE00BHZPJ569,6.424,6.511,6.42,6.511,187259,6.42,6.42,0.0,123.264
2022-12-31 08:04:00,IE00BHZPJ676,6.017,6.077,6.016,6.077,2000,6.016,6.016,0.0,115.5072
2022-12-31 08:04:00,IE00BHZPJ783,6.203,6.273,6.171,6.274,172836,6.171,6.171,0.0,118.4832
2022-12-31 08:04:00,IE00BHZPJ890,7.079,7.152,7.067,7.152,670,7.067,7.067,0.0,135.6864
2022-12-31 08:04:00,IE00BHZPJ908,7.019,7.089,6.979,7.089,359219,6.987,6.987,0.0,134.1504
2022-12-31 08:04:00,IE00BHZRQY00,19.8,19.918,19.652,20.055,1673,19.652,19.652,0.0,377.3184
2022-12-31 08:04:00,IE00BHZRQZ17,30.055,30.265,29.765,30.265,6303,29.765,29.765,0.0,571.4879999999999
2022-12-31 08:04:00,IE00BHZRR030,32.22,32.245,31.865,32.245,765,31.865,31.865,0.0,611.808
2022-12-31 08:04:00,IE00BHZRR147,25.5,25.48,25.3,25.63,1559,25.3,25.3,0.0,485.76
2022-12-31 08:04:00,IE00BHZRR253,25.042,25.123,25.034,25.123,0,25.034,25.034,0.0,480.65279999999996
2022-12-31 08:04:00,IE00BJ06C044,35.255,35.485,35.085,35.485,2803,35.1,35.085,0.010606601717798614,673.632
2022-12-31 08:04:00,IE00BJ0KDQ92,79.738,80.554,79.3,80.554,103233,79.3,79.3,0.0,1522.56
2022-12-31 08:04:00,IE00BJ0KDR00,109.55,110.395,108.665,110.395,14999,108.67,108.665,0.003535533905929522,2086.368
2022-12-31 08:04:00,IE00BJ38QD84,50.07,51.23,49.86,51.23,13678,49.875,49.86,0.010606601717798614,957.3119999999999
2022-12-31 08:04:00,IE00BJ5CMD00,25.26,25.38,25.255,25.38,3,25.255,25.255,0.0,484.89599999999996
2022-12-31 08:04:00,IE00BJ5CNR11,52.12,52.6,52.0,52.6,3,52.0,52.0,0.0,998.4
2022-12-31 08:04:00,IE00BJ5JNY98,7.953,8.042,7.9,8.042,30471,7.9,7.901,0.0007071067811861557,151.6992
2022-12-31 08:04:00,IE00BJ5JNZ06,6.1,6.11,6.05,6.116,29166,6.061,6.05,0.007778174593052108,116.16
2022-12-31 08:04:00,IE00BJ5JP105,5.104,5.12,5.026,5.125,130785,5.026,5.026,0.0,96.49919999999999
2022-12-31 08:04:00,IE00BJ5JP212,6.46,6.581,6.46,6.585,60,6.46,6.46,0.0,124.032
2022-12-31 08:04:00,IE00BJ5JP329,5.22,5.211,5.188,5.221,45230,5.196,5.188,0.005656854249492385,99.60959999999999
2022-12-31 08:04:00,IE00BJ5JPG56,4.76,4.7725,4.7275,4.7725,47829,4.7275,4.7275,0.0,90.768
2022-12-31 08:14:00,IE00BJ5JPH63,4.8427,4.8463,4.758,4.8479,14032,4.758,4.758,0.0,91.3536
2022-12-31 08:04:00,IE00BJ5JPJ87,5.576,5.685,5.576,5.7,10505,5.576,5.576,0.0,107.05919999999999
2022-12-31 08:04:00,IE00BJBYDP94,146.04,147.26,146.04,147.26,1429,146.04,146.04,0.0,2803.968
2022-12-31 08:04:00,IE00BJBYDQ02,142.78,144.28,142.78,144.28,135,142.78,142.78,0.0,2741.3759999999997
2022-12-31 08:04:00,IE00BJBYDR19,147.075,148.695,147.075,148.695,0,147.075,147.075,0.0,2823.8399999999997
2022-12-31 08:04:00,IE00BJGWQN72,35.24,37.04,35.24,37.04,53404,35.24,35.24,0.0,676.6080000000001
2022-12-31 08:04:00,IE00BJK3WF00,90.87,90.476,90.476,90.87,0,90.476,90.476,0.0,1737.1391999999998
2022-12-31 08:04:00,IE00BJK55C48,4.975,4.9919,4.953,5.001,70659,4.9635,4.9533,0.0072124891681029325,95.10336
2022-12-31 08:04:00,IE00BJK9H753,35.14,35.515,35.14,35.515,0,35.14,35.14,0.0,674.688
2022-12-31 08:04:00,IE00BJK9H860,33.82,34.17,33.82,34.17,2,33.82,33.82,0.0,649.3439999999999
2022-12-31 08:04:00,IE00BJK9HD13,102.295,102.48,102.085,102.48,0,102.085,102.085,0.0,1960.0319999999997
2022-12-31 08:04:00,IE00BJL36X53,28.143,28.259,28.091,28.259,49,28.091,28.091,0.0,539.3472
2022-12-31 08:04:00,IE00BJP26D89,4.9912,5.0006,4.9912,5.006,27624,4.9912,4.9912,0.0,95.83104
2022-12-31 08:04:00,IE00BJP5NL42,35.045,35.195,35.034,35.195,0,35.034,35.034,0.0,672.6528
2022-12-31 08:04:00,IE00BJQRDK83,53.1,53.73,52.94,53.73,182,52.94,52.94,0.0,1016.4479999999999
2022-12-31 08:04:00,IE00BJQRDL90,50.76,51.37,50.61,51.37,14405,50.62,50.61,0.0070710678118640685,971.712
2022-12-31 08:04:00,IE00BJQRDM08,56.9,57.55,56.85,57.55,119,56.85,56.85,0.0,1091.52
2022-12-31 08:04:00,IE00BJQRDN15,49.48,49.825,49.205,49.86,3712,49.245,49.205,0.028284271247461298,944.7359999999999
2022-12-31 08:04:00,IE00BJQTJ848,7.597,7.793,7.597,7.793,0,7.597,7.597,0.0,145.8624
2022-12-31 08:04:00,IE00BJRCLK89,30.73,30.985,30.73,30.985,0,30.73,30.73,0.0,590.016
2022-12-31 08:21:00,IE00BJRCLL96,29.34,29.535,29.175,29.535,2202,29.18,29.175,0.0035355339059320342,560.16
2022-12-31 08:04:00,IE00BJSBCS90,51.576,51.228,51.228,51.754,3554,51.228,51.228,0.0,983.5776
2022-12-31 08:04:00,IE00BJSFQW37,4.9154,4.9366,4.9054,4.9402,15261,4.9054,4.9054,0.0,94.18368
2022-12-31 08:04:00,IE00BJSFR200,4.7095,4.7548,4.6862,4.7548,151361,4.7,4.6862,0.009758073580374223,89.97504
2022-12-31 08:04:00,IE00BJXRT698,101.16,101.16,101.13,101.16,504,101.13,101.13,0.0,1941.696
2022-12-31 08:04:00,IE00BJXRT706,106.37,107.005,106.37,107.005,0,106.37,106.37,0.0,2042.304
2022-12-31 08:04:00,IE00BJXRZ273,4.5055,4.5865,4.4585,4.5865,4646,4.4635,4.4585,0.003535533905932662,85.6032
2022-12-31 08:04:00,IE00BJXRZJ40,5.786,5.964,5.76,5.975,47390,5.76,5.76,0.0,110.592
2022-12-31 08:04:00,IE00BJXT3B87,12.976,13.144,12.958,13.144,10470,12.958,12.958,0.0,248.7936
2022-12-31 08:04:00,IE00BJXT3C94,13.196,13.356,13.196,13.356,0,13.196,13.196,0.0,253.36319999999998
2022-12-31 08:04:00,IE00BJXT3G33,14.946,15.204,14.946,15.204,0,14.946,14.946,0.0,286.9632
2022-12-31 08:04:00,IE00BJZ2DC62,31.775,32.09,31.59,32.09,10528,31.59,31.59,0.0,606.528
2022-12-31 08:04:00,IE00BJZ2DD79,254.75,260.5,253.75,260.5,3654,253.75,253.75,0.0,4872.0
2022-12-31 08:04:00,IE00BK1PV445,15.027,15.192,15.027,15.192,0,15.027,15.027,0.0,288.5184
2022-12-31 08:04:00,IE00BK1PV551,70.468,71.198,70.154,71.226,25084,70.154,70.154,0.0,1346.9568
2022-12-31 08:04:00,IE00BK4W7N32,4.2726,4.2873,4.2536,4.2873,3584,4.2536,4.2536,0.0,81.66911999999999
2022-12-31 08:04:00,IE00BK5BC677,13.304,13.596,13.304,13.596,1151,13.304,13.304,0.0,255.4368
2022-12-31 08:04:00,IE00BK5BC891,13.17,13.28,13.1,13.296,7961,13.1,13.1,0.0,251.51999999999998
2022-12-31 08:04:00,IE00BK5BCD43,14.068,14.316,13.94,14.326,8077,13.94,13.94,0.0,267.64799999999997
2022-12-31 08:04:00,IE00BK5BCH80,10.198,10.662,10.168,10.688,82978,10.172,10.168,0.0028284271247471346,195.2256
2022-12-31 08:04:00,IE00BK5BQT80,97.0,97.89,96.51,97.89,92782,96.51,96.51,0.0,1852.992
2022-12-31 08:04:00,IE00BK5BQV03,74.85,75.7,74.53,75.7,27071,74.53,74.53,0.0,1430.9759999999999
2022-12-31 08:04:00,IE00BK5BQW10,93.07,94.05,92.76,94.05,1271,92.76,92.76,0.0,1780.992
2022-12-31 08:04:00,IE00BK5BQX27,36.28,36.655,36.09,36.655,19941,36.09,36.09,0.0,692.928
2022-12-31 08:04:00,IE00BK5BQY34,36.8,37.25,36.525,37.25,4845,36.525,36.525,0.0,701.28
2022-12-31 08:04:00,IE00BK5BQZ41,27.24,27.295,27.065,27.3,11682,27.075,27.065,0.0070710678118640685,519.648
2022-12-31 08:09:00,IE00BK5BR626,56.14,56.07,55.5,56.14,9653,55.5,55.5,0.0,1065.6
2022-12-31 08:04:00,IE00BK5BR733,53.96,54.7,53.5,54.7,2999,53.5,53.5,0.0,1027.2
2022-12-31 08:04:00,IE00BK5H8015,23.83,24.145,23.83,24.145,433,23.83,23.83,0.0,457.53599999999994
2022-12-31 08:04:00,IE00BK5LYT47,52.426,52.986,52.426,52.986,0,52.426,52.426,0.0,1006.5792
2022-12-31 08:04:00,IE00BK72HH44,15.12,15.266,15.08,15.272,22485,15.08,15.08,0.0,289.536
2022-12-31 08:04:00,IE00BK72HJ67,15.38,15.598,15.364,15.598,2299,15.364,15.364,0.0,294.9888
2022-12-31 08:04:00,IE00BK72HM96,12.0,12.232,12.0,12.29,320,12.0,12.0,0.0,230.39999999999998
2022-12-31 08:04:00,IE00BK80XL30,26.465,26.555,26.4,26.675,251,26.4,26.4,0.0,506.87999999999994
2022-12-31 08:04:00,IE00BK95B138,4.386,4.3759,4.3759,4.386,650,4.3759,4.3759,0.0,84.01727999999999
2022-12-31 08:04:00,IE00BKBF6H24,6.8708,6.9588,6.8338,6.9588,537758,6.8338,6.8338,0.0,131.20896
2022-12-31 08:04:00,IE00BKC94M46,29.949,29.989,29.927,29.989,0,29.927,29.927,0.0,574.5984
2022-12-31 08:04:00,IE00BKFB6L02,104.84,104.3,104.3,104.84,0,104.3,104.3,0.0,2002.56
2022-12-31 08:04:00,IE00BKKCKJ46,92.052,92.162,91.95,92.378,5,91.95,91.95,0.0,1765.44
2022-12-31 08:04:00,IE00BKKFT300,155.08,157.3,155.08,157.3,0,155.08,155.08,0.0,2977.536
2022-12-31 08:04:00,IE00BKKKWJ26,4.4089,4.4242,4.4056,4.4242,0,4.4056,4.4056,0.0,84.58752
2022-12-31 08:04:00,IE00BKLF1R75,40.205,41.45,40.09,41.545,11121,40.2,40.09,0.07778174593051983,769.7280000000001
2022-12-31 08:04:00,IE00BKLTRN76,12.738,12.912,12.738,12.912,193,12.738,12.738,0.0,244.56959999999998
2022-12-31 08:04:00,IE00BKLWY790,13.156,13.308,13.156,13.308,0,13.156,13.156,0.0,252.5952
2022-12-31 08:04:00,IE00BKM4GZ66,30.044,30.181,29.889,30.226,214640,29.89,29.889,0.0007071067811874117,573.8688
2022-12-31 08:04:00,IE00BKM4H197,29.105,29.55,29.105,29.595,1062,29.105,29.105,0.0,558.816
2022-12-31 08:04:00,IE00BKM4H312,37.505,37.515,37.21,37.545,4429,37.21,37.21,0.0,714.432
2022-12-31 08:04:00,IE00BKP52691,95.26,95.512,95.068,95.512,0,95.068,95.068,0.0,1825.3056
2022-12-31 09:03:00,IE00BKP5L730,4.6012,4.6475,4.5484,4.6475,68539,4.5758,4.5484,0.019374725804511467,87.32928
2022-12-31 08:04:00,IE00BKPSPT20,30.335,30.41,30.165,30.41,78,30.165,30.165,0.0,579.168
2022-12-31 08:04:00,IE00BKPT2S34,5.3246,5.3858,5.3246,5.3858,233645,5.3246,5.3246,0.0,102.23232
2022-12-31 08:04:00,IE00BKPTXQ89,10.538,10.702,10.458,10.702,2154,10.458,10.458,0.0,200.7936
2022-12-31 08:04:00,IE00BKS7L097,50.67,51.16,50.47,51.16,58740,50.47,50.47,0.0,969.0239999999999
2022-12-31 08:04:00,IE00BKS8QN04,39.902,39.662,39.662,40.18,6996,39.662,39.662,0.0,761.5104
2022-12-31 08:04:00,IE00BKS8QT65,57.975,57.275,57.275,57.975,0,57.275,57.275,0.0,1099.6799999999998
2022-12-31 08:04:00,IE00BKSBGS44,6.635,6.709,6.635,6.709,27124,6.635,6.635,0.0,127.392
2022-12-31 08:04:00,IE00BKSBGT50,7.126,7.2,7.12,7.2,350,7.12,7.12,0.0,136.704
2022-12-31 08:04:00,IE00BKSBGV72,6.461,6.539,6.461,6.539,0,6.461,6.461,0.0,124.0512
2022-12-31 08:04:00,IE00BKSCBX74,8.323,8.49,8.323,8.524,13580,8.323,8.323,0.0,159.8016
2022-12-31 09:47:00,IE00BKT1CS59,4.7137,4.7356,4.6851,4.7607,5189,4.6851,4.6851,0.0,89.95392
2022-12-31 08:04:00,IE00BKTLJB70,5.773,5.852,5.773,5.852,0,5.773,5.773,0.0,110.84159999999999
2022-12-31 08:04:00,IE00BKTLJC87,5.949,6.004,5.925,6.004,20490,5.925,5.925,0.0,113.75999999999999
2022-12-31 08:04:00,IE00BKVD2J03,9.286,9.407,9.286,9.407,48,9.286,9.286,0.0,178.29119999999998
2022-12-31 08:04:00,IE00BKVL7331,5.8,5.831,5.792,5.831,44480,5.792,5.792,0.0,111.20639999999999
2022-12-31 08:04:00,IE00BKVL7778,5.494,5.53,5.494,5.532,49393,5.494,5.494,0.0,105.48479999999999
2022-12-31 08:04:00,IE00BKVL7D31,6.484,6.566,6.484,6.566,13525,6.484,6.484,0.0,124.49279999999999
2022-12-31 08:04:00,IE00BKWD3966,38.429,39.004,37.85,39.004,10176,37.85,37.85,0.0,726.72
2022-12-31 08:04:00,IE00BKWD3B81,39.193,39.265,39.153,39.265,0,39.153,39.153,0.0,751.7375999999999
2022-12-31 08:04:00,IE00BKWD3C98,36.508,36.34,36.34,36.508,136,36.34,36.34,0.0,697.7280000000001
2022-12-31 08:04:00,IE00BKWQ0C77,150.64,153.16,148.72,153.16,429,148.72,148.72,0.0,2855.424
2022-12-31 08:04:00,IE00BKWQ0D84,222.75,223.7,222.3,223.7,120,222.3,222.3,0.0,4268.16
2022-12-31 08:04:00,IE00BKWQ0F09,147.56,147.7,144.5,148.9,10536,144.5,144.5,0.0,2774.4
2022-12-31 08:04:00,IE00BKWQ0G16,59.02,59.29,58.15,59.29,4015,58.19,58.15,0.028284271247461298,1116.48
2022-12-31 08:04:00,IE00BKWQ0H23,182.1,184.26,182.06,184.62,818,182.06,182.06,0.0,3495.552
2022-12-31 08:04:00,IE00BKWQ0J47,229.2,233.35,229.15,233.35,604,229.15,229.15,0.0,4399.68
2022-12-31 08:04:00,IE00BKWQ0K51,103.6,106.76,103.6,106.76,221,103.6,103.6,0.0,1989.12
2022-12-31 08:04:00,IE00BKWQ0L68,281.8,285.5,280.95,285.5,761,280.95,280.95,0.0,5394.24
2022-12-31 08:04:00,IE00BKWQ0N82,57.84,58.41,57.63,58.41,3131,57.63,57.63,0.0,1106.496
2022-12-31 08:04:00,IE00BKWQ0P07,152.5,156.7,152.5,156.7,447,152.5,152.5,0.0,2928.0
2022-12-31 08:04:00,IE00BKWQ0Q14,249.45,252.7,249.15,252.7,2032,249.15,249.15,0.0,4783.68
2022-12-31 08:04:00,IE00BKX55Q28,38.535,39.05,38.48,39.05,4615,38.495,38.48,0.010606601717798614,738.8159999999999
2022-12-31 08:04:00,IE00BKX55R35,95.09,96.11,94.78,96.11,17264,94.78,94.78,0.0,1819.776
2022-12-31 08:04:00,IE00BKX55S42,34.83,35.24,34.565,35.24,9883,34.565,34.565,0.0,663.6479999999999
2022-12-31 08:04:00,IE00BKX55T58,76.62,77.41,76.27,77.41,45684,76.27,76.27,0.0,1464.3839999999998
2022-12-31 08:04:00,IE00BKX90X67,115.64,116.635,115.64,116.635,4308,115.64,115.64,0.0,2220.288
2022-12-31 08:04:00,IE00BKY40J65,20.735,20.86,20.675,20.86,19,20.675,20.675,0.0,396.96
2022-12-31 08:04:00,IE00BKY4W127,10.388,10.312,10.312,10.442,1602,10.312,10.312,0.0,197.9904
2022-12-31 08:04:00,IE00BKY55S33,13.164,13.232,13.146,13.232,617,13.146,13.146,0.0,252.4032
2022-12-31 08:04:00,IE00BKY55W78,12.986,13.134,12.986,13.134,0,12.986,12.986,0.0,249.3312
2022-12-31 08:04:00,IE00BKY58G26,14.706,14.776,14.636,14.776,9331,14.636,14.636,0.0,281.0112
2022-12-31 08:09:00,IE00BKY59G90,13.348,13.346,13.228,13.394,176,13.228,13.228,0.0,253.9776
2022-12-31 08:04:00,IE00BKY59K37,17.302,17.456,17.302,17.456,0,17.302,17.302,0.0,332.1984
2022-12-31 08:04:00,IE00BKY81627,11.3885,11.427,11.381,11.427,800,11.381,11.381,0.0,218.5152
2022-12-31 08:04:00,IE00BKY81B71,10.954,10.984,10.9335,10.984,0,10.9335,10.9335,0.0,209.9232
2022-12-31 08:04:00,IE00BKZGB098,22.325,22.54,22.325,22.54,148,22.325,22.325,0.0,428.64
2022-12-31 08:04:00,IE00BL0BMZ89,23.055,23.08,22.88,23.08,2120,22.88,22.88,0.0,439.296
2022-12-31 08:04:00,IE00BL25JL35,47.34,47.705,47.02,47.74,18947,47.02,47.02,0.0,902.784
2022-12-31 08:04:00,IE00BL25JM42,34.215,34.235,33.855,34.235,75761,33.855,33.855,0.0,650.016
2022-12-31 08:04:00,IE00BL25JN58,33.81,34.06,33.795,34.075,6916,33.795,33.795,0.0,648.864
2022-12-31 08:04:00,IE00BL25JP72,44.84,45.525,44.545,45.525,26020,44.545,44.545,0.0,855.264
2022-12-31 08:04:00,IE00BL58LJ19,38.242,38.419,38.242,38.419,0,38.242,38.242,0.0,734.2463999999999
2022-12-31 08:04:00,IE00BL58LL31,35.608,35.965,35.608,35.965,107,35.608,35.608,0.0,683.6736
2022-12-31 08:04:00,IE00BL643144,8.038,8.13,8.021,8.13,3620,8.021,8.021,0.0,154.00320000000002
2022-12-31 08:04:00,IE00BL6K6H97,8.8998,8.8726,8.8726,8.9718,800,8.8726,8.8726,0.0,170.35392
2022-12-31 08:04:00,IE00BL6XZW69,96.782,97.048,96.558,97.048,0,96.558,96.558,0.0,1853.9136
2022-12-31 08:04:00,IE00BLCH1X54,40.43,40.43,40.42,40.43,0,40.42,40.42,0.0,776.064
